,name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
5988,Divyasree Develo...,3.8,(70 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 1 more",18 years old,201-500 Employees (India)
5989,Madras Medical M...,4.5,(70 Reviews),Private,"Chennai,Tamil Nadu + 2 more",40 years old,1k-5k Employees (India)
5990,PIT Solutions,4.6,(70 Reviews),Rapperswil-Jona,22 years old,501-1k Employees (India),
5991,UAS Internationa...,4.8,(70 Reviews),New Delhi + 11 more,,,
5992,Chirayu Medical ...,3.7,(70 Reviews),Bhopal + 3 more,11 years old,,
5993,Marche Retail,2.9,(70 Reviews),Private,New Delhi + 2 more,17 years old,51-200 Employees (India)
5994,The Oman Constru...,4.0,(70 Reviews),Muscat + 4 more,57 years old,1k-5k Employees (Global),
5995,Aga Khan Univers...,4.4,(70 Reviews),Karachi + 2 more,39 years old,1k-5k Employees (Global),
5996,Unique Pharmaceu...,4.4,(70 Reviews),Private,Lagos + 9 more,35 years old,51-200 Employees (Global)
5997,UTI Technology S...,3.8,(70 Reviews),"Mumbai,Maharashtra + 11 more",29 years old,1k-5k Employees (India),
5998,Dynamic Engineer...,3.2,(70 Reviews),Public,Houston + 20 more,40 years old,51-200 Employees (Global)
5999,Sridevi Tool Eng...,4.2,(70 Reviews),Private,Vasai + 5 more,50 years old,51-200 Employees (India)
6000,Q3 Technologies,4.1,(70 Reviews),Private,"Boston,Massachusetts + 3 more",31 years old,201-500 Employees (Global)
6001,Rapidtech,3.4,(70 Reviews),Noida + 18 more,8 years old,201-500 Employees (Global),
6002,Btl Epc,2.9,(70 Reviews),Public,Kolkata + 4 more,59 years old,501-1k Employees (India)
6003,Encotec Energy,3.6,(70 Reviews),Private,Noida + 12 more,13 years old,
6004,Viveks,3.8,(70 Reviews),Private,"Chennai,Tamil Nadu + 6 more",57 years old,1k-5k Employees (India)
6005,WayCool Foods an...,3.8,(70 Reviews),Private,"Chennai,Tamil Nadu + 9 more",7 years old,51-200 Employees (India)
6006,Fedora Solutions,3.5,(70 Reviews),Private,Charlotte,18 years old,1k-5k Employees (Global)
6007,German Remedies,4.0,(70 Reviews),Private,Mumbai + 18 more,73 years old,501-1k Employees (Global)
6008,Hummingwave Tech...,4.9,(70 Reviews),Private,Bangalore,9 years old,
6009,Wibmo,3.2,(70 Reviews),Private,"Bangalore,Karnataka + 1 more",23 years old,51-200 Employees (India)
6010,DS Spiceco,4.0,(70 Reviews),Private,Noida + 31 more,35 years old,501-1k Employees (India)
6011,AL Rashid Tradin...,4.3,(70 Reviews),Private,Riyadh + 7 more,65 years old,10k-50k Employees (Global)
6012,Imerys,3.4,(70 Reviews),Paris + 12 more,142 years old,51-200 Employees (India),
6013,Hy Gro Chemicals...,4.0,(70 Reviews),Private,Secunderabad + 3 more,52 years old,51-200 Employees (India)
6014,Praxis home Reta...,4.1,(70 Reviews),Public,Mumbai + 20 more,15 years old,1k-5k Employees (India)
6015,Jayanita Exports,2.8,(70 Reviews),Private,New Delhi + 4 more,44 years old,501-1k Employees (India)
6016,Chandigarh Group...,3.8,(70 Reviews),Mohali + 5 more,21 years old,201-500 Employees (India),
6017,Jehangir Hospita...,4.0,(70 Reviews),"Pune,Maharashtra + 2 more",76 years old,,
6018,Vitromed Healthc...,3.4,(70 Reviews),"Jaipur,Rajasthan + 3 more",50 years old,51-200 Employees (India),
6019,Manav Rachna Int...,4.2,(70 Reviews),Faridabad + 3 more,25 years old,501-1k Employees (India),
6020,Paramount Plaste...,4.1,(70 Reviews),Private,Gwalior + 23 more,9 years old,11-50 Employees (India)
6021,Cartrade.com,4.1,(70 Reviews),Private,"Mumbai,Maharashtra + 11 more",13 years old,1k-5k Employees (India)
6022,Shakti Precision...,3.3,(70 Reviews),Private,Bengaluru + 2 more,30 years old,51-200 Employees (India)
6023,Delcure Life Sci...,3.4,(70 Reviews),Thane + 14 more,9 years old,51-200 Employees (India),
6024,Ga Digital Web W...,3.9,(70 Reviews),Private,"Ghaziabad,Uttar Pradesh + 14 more",19 years old,501-1k Employees (Global)
6025,Kuantum Papers,4.4,(70 Reviews),Public,"Chandigarh,Chandigarh + 1 more",25 years old,1k-5k Employees (India)
6026,Shilpa Steel and...,4.0,(70 Reviews),Nagpur,34 years old,51-200 Employees (India),
6027,Preet Tractors,3.6,(70 Reviews),Private,Patiala + 18 more,20 years old,51-200 Employees (India)
6028,SoCoMo Technolog...,3.5,(70 Reviews),Private,"Chandigarh,Union Territory Of Chandigarh + 17 more",8 years old,51-200 Employees (India)
6029,AL Rashid Tradin...,4.3,(70 Reviews),Private,Riyadh + 7 more,65 years old,10k-50k Employees (Global)
6030,Lifcare Pharmacy,3.6,(70 Reviews),Private,Noida + 4 more,7 years old,51-200 Employees (India)
6031,Divyasree Develo...,3.8,(70 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 1 more",18 years old,201-500 Employees (India)
6032,Tema India,4.1,(70 Reviews),Private,"Mumbai,Maharashtra + 8 more",38 years old,501-1k Employees (India)
6033,AT&S,4.0,(70 Reviews),Private,"Mumbai,Maharashtra + 20 more",35 years old,5k-10k Employees (Global)
6034,Ozonegroup,3.4,(70 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 7 more",19 years old,201-500 Employees (India)
6035,Tatsuno India,3.8,(70 Reviews),Private,Mumbai + 9 more,16 years old,51-200 Employees (India)
6036,Hartex Rubber,4.1,(70 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 4 more",61 years old,201-500 Employees (India)
6037,Q3 Technologies,4.1,(70 Reviews),Private,"Boston,Massachusetts + 3 more",31 years old,201-500 Employees (Global)
6038,Gem Engserv,3.9,(70 Reviews),Private,Navi Mumbai + 11 more,13 years old,51-200 Employees (India)
6039,Coviam,4.2,(70 Reviews),"Bangalore/Bengaluru,Karnataka + 2 more",7 years old,51-200 Employees (India),
6040,UAS Internationa...,4.8,(70 Reviews),New Delhi + 11 more,,,
6041,PIT Solutions,4.6,(70 Reviews),Rapperswil-Jona,22 years old,501-1k Employees (India),
6042,Teqtous Inc,5.0,(70 Reviews),,,,
6043,DLV Software,3.9,(70 Reviews),,,,
6044,PAVIT CERAMICS (...,3.2,(70 Reviews),Private,Ahmedabad + 18 more,22 years old,501-1k Employees (India)
6045,Jasmin Infotech,4.0,(70 Reviews),Private,"Chennai,Tamil Nadu",24 years old,501-1k Employees (India)
6046,POSCO,4.5,(73 Reviews),Private,Pohang-si + 13 more,54 years old,51-200 Employees (India)
6047,Mansukh Securiti...,3.0,(69 Reviews),Private,New Delhi + 8 more,34 years old,51-200 Employees (India)
6048,SKP Group,3.7,(69 Reviews),Private,Mumbai + 8 more,24 years old,51-200 Employees (Global)
6049,NAV Backoffice,3.7,(69 Reviews),Private,Jaipur,31 years old,1k-5k Employees (India)
6050,TAM Media Resear...,3.9,(69 Reviews),Private,Mumbai + 9 more,24 years old,501-1k Employees (India)
6051,MS Education Aca...,3.7,(69 Reviews),Private,Hyderabad + 15 more,31 years old,51-200 Employees (Global)
6052,Petroleum Develo...,4.7,(69 Reviews),Private,Muscat + 3 more,85 years old,5k-10k Employees (Global)
6053,Caliber Technolo...,3.7,(69 Reviews),Private,"Pittsburgh,Pennsylvania + 2 more",21 years old,201-500 Employees (India)
6054,RND Softech,3.8,(69 Reviews),Private,"Coimbatore,Tamil Nadu",23 years old,201-500 Employees (India)
6055,Sajjan India,3.4,(69 Reviews),Public,Mumbai + 2 more,117 years old,51-200 Employees (India)
6056,Suhail Bahwan Gr...,4.2,(69 Reviews),LLC,Muscat + 10 more,57 years old,10k-50k Employees (Global)
6057,REI Systems,4.5,(69 Reviews),Private,Sterling,33 years old,51-200 Employees (India)
6058,JSW Ispat Steel,3.9,(69 Reviews),Public,"Nagpur,Maharashtra + 10 more",38 years old,501-1k Employees (India)
6059,Mansukh Securiti...,3.0,(69 Reviews),Private,New Delhi + 8 more,34 years old,51-200 Employees (India)
6060,Fermenta Biotech,4.4,(69 Reviews),Public,"Thane,Maharashtra + 5 more",71 years old,201-500 Employees (India)
6061,TAM Media Resear...,3.9,(69 Reviews),Private,Mumbai + 9 more,24 years old,501-1k Employees (India)
6062,Suhail Bahwan Gr...,4.2,(69 Reviews),LLC,Muscat + 10 more,57 years old,10k-50k Employees (Global)
6063,Khansaheb Civil ...,4.6,(69 Reviews),Private,Dubai + 6 more,87 years old,1k-5k Employees (India)
6064,Goodricke Group,3.9,(69 Reviews),Public,"Kolkata,West Bengal + 18 more",45 years old,201-500 Employees (India)
6065,Fitness First,4.6,(69 Reviews),Private,"Gurgaon/Gurugram,Haryana + 8 more",14 years old,201-500 Employees (Global)
6066,TEOCO Software,3.7,(69 Reviews),Private,"Fairfax,Virginia + 4 more",28 years old,1k-5k Employees (Global)
6067,IIT Delhi,4.2,(69 Reviews),New Delhi + 3 more,61 years old,1k-5k Employees (Global),
6068,SKP Group,3.7,(69 Reviews),Private,Mumbai + 8 more,24 years old,51-200 Employees (Global)
6069,Forest Essential...,4.2,(69 Reviews),Private,"Noida,Uttar Pradesh + 18 more",22 years old,201-500 Employees (India)
6070,Maxim Integrated,4.4,(69 Reviews),"San Jose,California + 2 more",39 years old,201-500 Employees (India),
6071,Claas,4.4,(69 Reviews),Private,"Harsewinkel,North Rhine-Westphalia + 7 more",14 years old,201-500 Employees (India)
6072,Opulentus Overse...,2.5,(69 Reviews),Private,Hyderabad + 9 more,21 years old,201-500 Employees (India)
6073,Rcon Pune,3.8,(69 Reviews),Hyderabad + 13 more,20 years old,201-500 Employees (Global),
6074,Nephrocare Healt...,3.8,(69 Reviews),Private,"Hyderabad,Telangana + 25 more",12 years old,1k-5k Employees (Global)
6075,Kumar Organic Pr...,3.6,(69 Reviews),Private,Bangalore + 4 more,31 years old,201-500 Employees (India)
6076,Sumadhura Infrac...,3.9,(69 Reviews),"Bangalore/Bengaluru,Karnataka + 1 more",16 years old,201-500 Employees (India),
6077,Sovereign Pharma,4.1,(69 Reviews),Pune + 5 more,19 years old,201-500 Employees (India),
6078,ATS ELGI,4.4,(69 Reviews),Coimbatore + 15 more,15 years old,51-200 Employees (India),
6079,Caliber Technolo...,3.7,(69 Reviews),Private,"Pittsburgh,Pennsylvania + 2 more",21 years old,201-500 Employees (India)
6080,Colruyt Group,4.3,(69 Reviews),"Hyderabad/Secunderabad,Telangana",15 years old,201-500 Employees (India),
6081,Anytime Fitness,3.3,(69 Reviews),"Delhi,NCT + 16 more",21 years old,5k-10k Employees (Global),
6082,ABV Rock Group,3.8,(69 Reviews),Private,Riyadh + 5 more,48 years old,1k-5k Employees (Global)
6083,Textronics Desig...,1.9,(69 Reviews),"Navi Mumbai,Maharashtra",32 years old,51-200 Employees (India),
6084,Vijay Raja Homes,4.1,(69 Reviews),Private,"Chennai,Tamil Nadu",73 years old,501-1k Employees (Global)
6085,MS Education Aca...,3.7,(69 Reviews),Private,Hyderabad + 15 more,31 years old,51-200 Employees (Global)
6086,Palsons Derma,3.7,(69 Reviews),Kolkata + 12 more,38 years old,51-200 Employees (India),
6087,Taco Bell,4.0,(69 Reviews),Irvine + 11 more,60 years old,1 Lakh+ Employees (Global),
6088,Symed Labs,3.5,(69 Reviews),Hyderabad + 2 more,25 years old,501-1k Employees (India),
6089,Creativelipi Web...,3.6,(69 Reviews),Private,"Noida,Uttar Pradesh + 1 more",19 years old,51-200 Employees (India)
6090,Weir Minerals,4.1,(69 Reviews),Private,"Fort Worth,Texas + 8 more",151 years old,201-500 Employees (India)
6091,Automotive Stamp...,3.6,(69 Reviews),Public,Pune + 5 more,32 years old,501-1k Employees (India)
6092,CMS Securitas,3.9,(69 Reviews),Mumbai + 29 more,13 years old,,
6093,Aakash Hospital,3.6,(69 Reviews),"Delhi/NCR,New Delhi + 5 more",17 years old,51-200 Employees (Global),
6094,Khansaheb Civil ...,4.6,(69 Reviews),Private,Dubai + 6 more,87 years old,1k-5k Employees (India)
6095,Taco Bell,4.0,(69 Reviews),Irvine + 11 more,60 years old,1 Lakh+ Employees (Global),
6096,Red Tag,3.7,(69 Reviews),Al Khobar + 8 more,16 years old,1k-5k Employees (Global),
6097,Vibracoustic,4.2,(69 Reviews),Private,"Darmstadt,Hessen + 7 more",10 years old,10k-50k Employees (Global)
6098,SIMA Labs,3.9,(69 Reviews),New Delhi + 5 more,34 years old,201-500 Employees (India),
6099,Steril Gene Life...,3.6,(69 Reviews),Chennai + 1 more,15 years old,51-200 Employees (India),
6100,Abu Dhabi Oil Re...,4.1,(69 Reviews),Abu Dhabi + 2 more,,,
6101,Duncans Industri...,3.9,(69 Reviews),Public,"Kolkata,West Bengal + 22 more",163 years old,51-200 Employees (India)
6102,Lakshmi Hyundai,4.0,(69 Reviews),Private,Hyderabad + 7 more,24 years old,51-200 Employees (Global)
6103,M K Agro Tech,3.2,(69 Reviews),Srirangapatna + 10 more,27 years old,51-200 Employees (India),
6104,ABV Rock Group,3.8,(69 Reviews),Private,Riyadh + 5 more,48 years old,1k-5k Employees (Global)
6105,Verse Innovation,3.5,(69 Reviews),Private,Bengaluru + 6 more,15 years old,501-1k Employees (Global)
6106,Bangalore Baptis...,4.3,(69 Reviews),"Bangalore/Bengaluru,Karnataka",49 years old,1k-5k Employees (India),
6107,Akal Academy,3.8,(69 Reviews),Private,"Sirmour,Himachal Pradesh + 15 more",35 years old,201-500 Employees (India)
6108,Baggit,3.4,(69 Reviews),Private,"Mumbai,Maharashtra + 14 more",33 years old,201-500 Employees (India)
6109,Shree Balaji Con...,3.8,(69 Reviews),Private,Ahmedabad + 15 more,17 years old,201-500 Employees (Global)
6110,The Nuance Group...,4.5,(69 Reviews),Private,Zurich + 7 more,30 years old,1k-5k Employees (India)
6111,Palsons Derma,3.7,(69 Reviews),Kolkata + 12 more,38 years old,51-200 Employees (India),
6112,ATS ELGI,4.4,(69 Reviews),Coimbatore + 15 more,15 years old,51-200 Employees (India),
6113,Sumadhura Infrac...,3.9,(69 Reviews),"Bangalore/Bengaluru,Karnataka + 1 more",16 years old,201-500 Employees (India),
6114,PSG Hospitals,3.7,(69 Reviews),Tamil Nadu + 3 more,96 years old,11-50 Employees (India),
6115,Sovereign Pharma,4.1,(69 Reviews),Pune + 5 more,19 years old,201-500 Employees (India),
6116,Rcon Pune,3.8,(69 Reviews),Hyderabad + 13 more,20 years old,201-500 Employees (Global),
6117,Nephrocare Healt...,3.8,(69 Reviews),Private,"Hyderabad,Telangana + 25 more",12 years old,1k-5k Employees (Global)
6118,Textronics Desig...,1.9,(69 Reviews),"Navi Mumbai,Maharashtra",32 years old,51-200 Employees (India),
6119,Lakshmi Hyundai,4.0,(69 Reviews),Private,Hyderabad + 7 more,24 years old,51-200 Employees (Global)
6120,Duncans Industri...,3.9,(69 Reviews),Public,"Kolkata,West Bengal + 22 more",163 years old,51-200 Employees (India)
6121,Baggit,3.4,(69 Reviews),Private,"Mumbai,Maharashtra + 14 more",33 years old,201-500 Employees (India)
6122,Shree Balaji Con...,3.8,(69 Reviews),Private,Ahmedabad + 15 more,17 years old,201-500 Employees (Global)
6123,Sony Pictures Ne...,4.2,(69 Reviews),Mumbai + 10 more,27 years old,51-200 Employees (India),
6124,Manappuram Home ...,4.1,(69 Reviews),Private,Mumbai + 23 more,12 years old,201-500 Employees (India)
6125,Tricon Infra Bui...,3.5,(69 Reviews),Private,Pune + 3 more,16 years old,201-500 Employees (India)
6126,Optimum InfoSyst...,3.9,(69 Reviews),"Bangalore/Bengaluru,Karnataka + 8 more",25 years old,11-50 Employees (India),
6127,Aqualite India,3.9,(69 Reviews),"Delhi/NCR,New Delhi + 5 more",14 years old,1k-5k Employees (Global),
6128,Intellect Bizwar...,4.4,(69 Reviews),Private,"Navi Mumbai,Maharashtra + 3 more",15 years old,51-200 Employees (India)
6129,Eye7 Chaudhary E...,3.4,(69 Reviews),Private,"Delhi/NCR,Delhi + 6 more",32 years old,
6130,Gurukul School,4.0,(69 Reviews),"Ghaziabad,Uttar Pradesh + 24 more",20 years old,51-200 Employees (India),
6131,EzappSolution,4.8,(69 Reviews),"Gurgaon/Gurugram,Haryana + 8 more",14 years old,51-200 Employees (India),
6132,Bosch Power Tool...,4.3,(2.6k Reviews),Private,Leinfelden + 14 more,63 years old,10k-50k Employees (India)
6133,Dalmia Bharat Gr...,4.0,(1.8k Reviews),Private,New Delhi + 20 more,87 years old,50k-1 Lakh Employees (India)
6134,Ester Industries,3.9,(68 Reviews),Public,Gurgaon + 3 more,37 years old,501-1k Employees (India)
6135,Firepro Systems,3.4,(68 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 8 more",30 years old,1k-5k Employees (India)
6136,Utsav Fashion,3.5,(68 Reviews),Private,"Delhi/NCR,Delhi + 4 more",22 years old,201-500 Employees (India)
6137,Netxcell,3.6,(68 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 7 more",22 years old,501-1k Employees (India)
6138,Cambata Aviation,4.3,(68 Reviews),Private,New Delhi + 5 more,68 years old,1k-5k Employees (Global)
6139,Vantage Integrat...,3.2,(68 Reviews),Private,West Midlands + 9 more,32 years old,201-500 Employees (Global)
6140,Asian Colour Coa...,4.2,(68 Reviews),Private,Gurugram + 8 more,17 years old,51-200 Employees (India)
6141,Skymet Weather S...,3.8,(68 Reviews),Private,"Noida,Uttar Pradesh + 12 more",19 years old,201-500 Employees (India)
6142,Rentokil Initial,4.5,(68 Reviews),Private,"Mumbai,Maharashtra + 18 more",5 years old,201-500 Employees (India)
6143,Aditya Birla Che...,3.5,(68 Reviews),Public,Mumbai + 12 more,38 years old,201-500 Employees (India)
6144,KSA PowerInfra,3.6,(68 Reviews),Private,Chennai + 12 more,11 years old,51-200 Employees (India)
6145,Kewal Kiran Clot...,3.8,(68 Reviews),Public,"Mumbai,Maharashtra + 9 more",41 years old,1k-5k Employees (India)
6146,Omega Elevators,3.5,(68 Reviews),Private,"Ahmedabad,Gujarat + 20 more",37 years old,1k-5k Employees (India)
6147,SDM College of E...,4.2,(68 Reviews),Private,Dharwad + 16 more,43 years old,201-500 Employees (Global)
6148,Gangavaram Port,3.9,(68 Reviews),Private,Visakhapatnam + 3 more,14 years old,1k-5k Employees (India)
6149,Aditya Birla Che...,3.5,(68 Reviews),Public,Mumbai + 12 more,38 years old,201-500 Employees (India)
6150,GMM Pfaudler,3.8,(68 Reviews),Public,Mumbai + 4 more,60 years old,501-1k Employees (India)
6151,Lince Soft Solut...,4.6,(68 Reviews),Private,Hyderabad + 1 more,13 years old,51-200 Employees (India)
6152,Dembla Valves,3.4,(68 Reviews),Thane + 9 more,37 years old,201-500 Employees (India),
6153,BACS HITECH ENGI...,4.3,(68 Reviews),Private,Bhilai Nagar + 14 more,4 years old,11-50 Employees (Global)
6154,CI Infotech,4.0,(68 Reviews),Private,New Delhi + 8 more,26 years old,51-200 Employees (India)
6155,TELUS Internatio...,4.0,(68 Reviews),Noida + 2 more,17 years old,10k-50k Employees (Global),
6156,Turtle,3.5,(68 Reviews),Kolkata + 8 more,29 years old,51-200 Employees (India),
6157,Aloft Hotels,4.3,(68 Reviews),"Bangalore,Karnataka + 10 more",15 years old,5k-10k Employees (Global),
6158,Ok Play,3.7,(68 Reviews),Public,"Delhi/NCR,Delhi + 13 more",29 years old,51-200 Employees (India)
6159,Accenture Federa...,4.0,(68 Reviews),Bengaluru/Bangalore + 11 more,,,
6160,SitusAMC,3.9,(68 Reviews),Gurgaon/Gurugram + 11 more,,,
6161,JSW Paints,3.8,(68 Reviews),Mumbai + 15 more,51-200 Employees (India),,
6162,Umlaut,3.1,(68 Reviews),"Aachen,North Rhine-Westphalia + 1 more",26 years old,501-1k Employees (India),
6163,Saurashtra Chemi...,4.1,(68 Reviews),Public,Porbandar + 2 more,51-200 Employees (Global),
6164,Renata Precision...,3.9,(68 Reviews),Pune + 1 more,16 years old,201-500 Employees (India),
6165,Al Jaber Energy ...,4.6,(68 Reviews),Private,"Abu Dhabi,Abu Dhabi + 4 more",28 years old,5k-10k Employees (Global)
6166,Honeywell Uop,2.8,(68 Reviews),Private,"Des Plaines,Illinois",108 years old,1k-5k Employees (Global)
6167,Technosoft Engin...,3.3,(68 Reviews),Public,"Thane,Maharashtra + 2 more",23 years old,501-1k Employees (Global)
6168,Bestech India,3.3,(68 Reviews),"Gurgaon/Gurugram,Haryana + 1 more",32 years old,1k-5k Employees (India),
6169,Orange Retail Fi...,3.6,(68 Reviews),Private,Chennai + 24 more,22 years old,501-1k Employees (India)
6170,ALBANY MOLECULAR...,4.6,(68 Reviews),Private,"Albany,,NY + 3 more",31 years old,1k-5k Employees (Global)
6171,Futurewins Tradi...,4.9,(68 Reviews),Private,Ernakulam + 3 more,12 years old,51-200 Employees (Global)
